camera,id,secret,server,farm,exposure,aperture,iso,date-taken,focal-length,color,daily-project-active
Nikon D5000,6552986159,5866fbcab1,7014,8,1/400,7.1,250,2011:12:21 14:11:52,36 mm,#414539,third
Nikon D5000,6547723939,eaee13f48c,7156,8,1/50,6.3,250,2011:12:20 23:14:39,50 mm,#0c0c0c,third
Nikon D5000,6542974987,12eb447227,7031,8,1/20,1.8,800,2011:12:19 21:47:58,50 mm,#151515,third
Nikon D5000,6543002147,5384037b68,7033,8,1/20,2.5,800,2011:12:19 20:36:31,50 mm,#0e0a12,third
Nikon D5000,6543004249,45bdaea0fd,7020,8,1/30,3.5,800,2011:12:19 20:14:17,50 mm,#0c0c0c,third
Nikon D5000,6543005747,a43b139c39,7014,8,1/25,1.8,800,2011:12:19 19:54:54,50 mm,#1f1007,third
Nikon D5000,6542975943,732006c551,7029,8,1/50,2.8,800,2011:12:19 17:42:14,50 mm,#101010,third
Nikon D5000,6543003287,dbfa130dd4,7028,8,1/30,2.2,800,2011:12:19 17:39:42,50 mm,#e3c59a,third
Nikon D5000,6542973741,c2b2331281,7146,8,1/160,4,200,2011:12:19 16:37:47,24 mm,#dbd0c3,third
Nikon D5000,6542972097,e253112f9f,7159,8,1/25,8,200,2011:12:19 16:37:25,48 mm,#d0c7bc,third
Nikon D5000,6542972649,e0619c310b,7014,8,1/500,7.1,200,2011:12:19 16:29:44,55 mm,#0a171e,third
Nikon D5000,6530159921,c7fd24f6ed,7002,8,1/20,4.2,800,2011:12:17 23:25:06,26 mm,#d2d0c2,third
Nikon D5000,6528221239,886f938e54,7030,8,1/20,3.5,400,2011:12:16 20:17:31,18 mm,#130810,third
Nikon D5000,6519640149,1020f22b3f,7009,8,1/50,1.8,400,2011:12:15 23:08:39,50 mm,#cccccc,third
Nikon D5000,6514786323,8e6018cb4f,7028,8,1/15,4,400,2011:12:15 00:02:31,24 mm,#040509,third
Nikon D5000,6509678027,5767f06987,7026,8,1/10,5.6,400,2011:12:14 00:06:47,52 mm,#151515,third
Nikon D5000,6503528977,9e679cc92a,7010,8,1/10,5.6,1000,2011:12:12 21:17:39,55 mm,#bcbf96,third
Nikon D5000,6503525367,7a52456039,7146,8,1/15,5.3,1000,2011:12:11 22:40:19,42 mm,#262616,third
Nikon D5000,6496290199,093cd5533f,7029,8,1/15,null,1000,2011:12:10 20:15:33,null,#aeb2b4,third
Nikon D5000,6490358851,77e2e6f0de,7004,8,1/320,4,1600,2011:12:08 23:46:32,50 mm,#0c0c0c,third
Nikon D5000,6490358315,96b3e0a833,7153,8,1/20,4.2,1600,2011:12:07 22:57:19,26 mm,#0e0e0e,third
Nikon D5000,6490357215,8c5e084675,7020,8,1/15,3.5,1600,2011:12:07 00:40:18,18 mm,#e2e2e2,third
Nikon D5000,6458403903,8ccc9ccbba,7175,8,1/15,4.5,1600,2011:12:04 15:49:21,50 mm,#292929,third
Nikon D5000,6451335545,a933da35da,7159,8,1/15,3.5,2000,2011:12:03 19:43:28,18 mm,#1a130a,third
Nikon D5000,6451331383,404fe8a895,7028,8,1/15,5.3,2000,2011:12:03 19:33:50,48 mm,#261807,third
Nikon D5000,6451333173,80da316162,7149,8,1/8,4.8,1600,2011:12:03 18:41:07,32 mm,#0e0804,third
Nikon D5000,6445475271,3ef2cf3746,7165,8,1/20,2.2,800,2011:12:02 22:42:30,50 mm,#1a100a,third
Nikon D5000,6445473683,2a09b8a24e,7145,8,1/40,2,400,2011:12:01 23:36:58,50 mm,#d4baa0,third
Nikon D5000,6445472773,66dd93f1dd,7025,8,1/30,1.8,400,2011:12:01 02:18:49,50 mm,#292929,third
Nikon D5000,6429648259,0818321fbc,7153,8,1/60,8,800,2011:11:28 16:20:55,55 mm,#ececec,third
Nikon D5000,6429612295,d781bc4395,6050,7,1/400,3.5,800,2011:11:28 16:18:57,18 mm,#243641,third
Nikon D5000,6429610363,e57e1a5d41,7029,8,1/2500,3.5,800,2011:11:27 15:31:36,18 mm,#191919,third
Nikon D5000,6429609605,a0f9422fcd,7030,8,1/50,3.5,800,2011:11:26 02:16:50,50 mm,#d5ddd9,third
Nikon D5000,6429608493,bc9a9ab760,7006,8,1/15,1.8,1600,2011:11:24 18:46:34,50 mm,#3b4e16,third
Nikon D5000,6429605901,ca8dd82b85,7025,8,1/80,3.5,3200,2011:11:23 18:57:05,18 mm,#171717,third
Nikon D5000,6429604461,62a5d1871c,7165,8,1/1600,8,400,2011:11:22 13:10:39,18 mm,#dcd9d9,third
Nikon D5000,6429602885,a07205934d,7021,8,1/500,10,400,2011:11:22 13:03:32,28 mm,#bbb6ae,third
Nikon D5000,6429601457,5b5062a785,6049,7,1/500,10,400,2011:11:22 13:03:04,18 mm,#e5e5e5,third
Nikon D5000,6402215459,e76f8a5094,7171,8,1/125,3.5,400,2011:11:21 16:52:14,18 mm,#2f2f35,third
Nikon D5000,6402213423,a7bb139de0,7171,8,1/25,5.3,400,2011:11:21 16:51:37,44 mm,#d3d5dd,third
Nikon D5000,6402210949,2a0ff8d233,7155,8,1/400,5.6,400,2011:11:21 13:38:03,55 mm,#353535,third
Nikon D5000,6402209031,cb52b5c794,7173,8,1/200,5.3,400,2011:11:21 13:36:43,40 mm,#d0b1bf,third
Nikon D5000,6402206199,dd6094c722,7023,8,1/250,5.6,400,2011:11:21 13:32:52,55 mm,#bfb397,third
Nikon D5000,6402204325,140fff7768,7011,8,1/500,6.3,400,2011:11:21 13:17:52,50 mm,#c6b0ac,third
Nikon D5000,6402202775,3ea87a856a,7002,8,1/125,5.6,400,2011:11:21 12:57:42,55 mm,#cdaeb1,third
Nikon D5000,6402200343,ae92c1cbdb,7002,8,1/80,5.6,400,2011:11:21 12:51:27,55 mm,#cec7c7,third
Nikon D5000,6402197027,bedee88d0e,7167,8,1/400,4.5,400,2011:11:21 12:49:35,18 mm,#d8d8d8,third
Nikon D5000,6402195637,f45d03609e,6102,7,1/800,4.8,400,2011:11:21 12:48:16,32 mm,#c0b4b3,third
Nikon D5000,6429599985,8ae33daa60,7155,8,1/20,1.8,400,2011:11:20 18:57:33,50 mm,#e4ecc6,third
Nikon D5000,6429599497,f96c3e7dcf,6100,7,1/15,1.8,800,2011:11:19 14:49:20,50 mm,#f2ddc9,third
Nikon D5000,6366994515,559d1237cf,6094,7,1/100,null,800,2011:11:18 16:53:07,null,#e7d2df,third
Nikon D5000,6366992209,ef68dbb80f,6113,7,1/100,null,800,2011:11:18 16:48:37,null,#d7d7d7,third
Nikon D5000,6366990995,72f4ff5578,6099,7,1/30,null,800,2011:11:18 16:41:01,null,#b7b7b7,third
Nikon D5000,6366989179,3a0973de6e,6107,7,1/125,null,400,2011:11:18 16:33:36,null,#1e1e18,third
Nikon D5000,6366987087,920bbaee01,6110,7,1/125,null,400,2011:11:18 16:31:58,null,#15161e,third
Nikon D5000,6366984831,ff3b4a69ec,6094,7,1/125,null,400,2011:11:18 16:31:42,null,#0d0d12,third
Nikon D5000,6366982927,cf39185792,6045,7,1/125,null,400,2011:11:18 16:31:20,null,#1b1c1d,third
Nikon D5000,6366981171,031e7f7ccd,6110,7,1/125,null,400,2011:11:18 16:30:43,null,#141414,third
Nikon D5000,6366979863,2d0c517cb9,6050,7,1/25,null,400,2011:11:18 16:28:22,null,#222222,third
Nikon D5000,6366978551,64854d7729,6031,7,1/250,null,400,2011:11:18 16:25:11,null,#ccb2aa,third
Nikon D5000,6366976717,380757fb38,6096,7,1/200,null,400,2011:11:18 16:22:48,null,#0f100c,third
Nikon D5000,6366975677,e125bb0be3,6032,7,1/80,null,400,2011:11:18 16:22:04,null,#121825,third
Nikon D5000,6366974337,c4a76b4972,6048,7,1/80,null,400,2011:11:18 16:22:01,null,#181818,third
Nikon D5000,6366973057,a00482d3e7,6106,7,1/50,null,400,2011:11:18 16:20:16,null,#1d2129,third
Nikon D5000,6366971911,82788b275e,6109,7,1/50,null,400,2011:11:18 16:17:05,null,#13151d,third
Nikon D5000,6366970009,7dea80f755,6036,7,1/200,null,400,2011:11:18 16:14:50,null,#c2bbba,third
Nikon D5000,6366964135,c5f7afca15,6045,7,1/100,null,400,2011:11:18 16:11:41,null,#191919,third
Nikon D5000,6366962687,7810b624be,6217,7,1/250,null,400,2011:11:18 16:09:07,null,#d6c1bc,third
Nikon D5000,6366961307,9196c0feae,6092,7,1/200,null,400,2011:11:18 16:04:01,null,#c1b9b6,third
Nikon D5000,6366958715,5bf55ce8c1,6116,7,1/100,null,400,2011:11:18 16:01:39,null,#dbd1ce,third
Nikon D5000,6366954231,1b79567225,6103,7,1/320,null,400,2011:11:18 15:59:14,null,#d8d8d8,third
Nikon D5000,6366953351,3b9f529f52,6220,7,1/80,null,400,2011:11:18 15:55:20,null,#cdc1bf,third
Nikon D5000,6366951417,d50f59c6c7,6095,7,1/80,null,400,2011:11:18 15:54:23,null,#b3b3b3,third
Nikon D5000,6366950365,d78dc73af7,6032,7,1/200,null,400,2011:11:18 15:54:08,null,#bdbdbd,third
Nikon D5000,6366948157,f22df5abe6,6108,7,1/640,null,400,2011:11:18 15:50:44,null,#bbb8b5,third
Nikon D5000,6366946755,f89b1b4c81,6092,7,1/800,null,400,2011:11:18 15:47:56,null,#14150c,third
Nikon D5000,6366945387,d2d04e53a8,6094,7,1/800,null,400,2011:11:18 15:42:50,null,#d4cacd,third
Nikon D5000,6366941103,e2829c089a,6117,7,1/100,null,400,2011:11:18 15:36:08,null,#d6d6d6,third
Nikon D5000,6366938823,3001f81320,6219,7,1/80,null,400,2011:11:18 12:20:43,null,#c8c0c4,third
Nikon D5000,6357343575,f11787c935,6228,7,1/15,null,400,2011:11:17 16:35:27,null,#231a14,third
Nikon D5000,6357341913,a2f9a3f8d3,6224,7,1/80,1.8,400,2011:11:16 22:17:15,50 mm,#dbc3ab,third
Nikon D5000,6357340805,1779a4489e,6236,7,1/400,1.8,400,2011:11:15 02:19:38,50 mm,#c7c3bb,third
Nikon D5000,6357339335,0d71909025,6043,7,1/13,4.5,800,2011:11:13 21:37:59,28 mm,#2a2a2a,third
Nikon D5000,6357336177,08bb6d6593,6215,7,1/40,2.8,1000,2011:11:13 13:24:50,50 mm,#f1dbbe,third
Nikon D5000,6357332899,e423ac0a61,6113,7,1/20,2.5,1000,2011:11:12 18:48:13,50 mm,#291c0d,third
Nikon D5000,6338475394,c263de2e7b,6235,7,1.6,5,800,2011:11:11 20:57:02,35 mm,#cdcdcd,third
Nikon D5000,6337719973,ce0ed1309b,6221,7,1/15,1.8,1000,2011:11:10 19:02:23,50 mm,#e0e0e0,third
Nikon D5000,6331285120,b8f591dabc,6046,7,1/100,1.8,1000,2011:11:09 21:40:09,50 mm,#e6e6e6,third
Nikon D5000,6331284688,4089742d8f,6103,7,1/100,1.8,1000,2011:11:08 17:39:21,50 mm,#d5d7cd,third
Nikon D5000,6330529083,e92fd58e60,6239,7,1/25,1.8,1000,2011:11:07 22:43:22,50 mm,#251610,third
Nikon D5000,6321825668,004597fa2f,6118,7,1/50,2,800,2011:11:06 20:24:08,50 mm,#1d1c18,third
Nikon D5000,6321301299,69551354f3,6092,7,1/30,3.5,400,2011:11:06 17:42:29,18 mm,#211e10,third
Nikon D5000,6321300465,a164a1fa86,6053,7,1/30,4.8,400,2011:11:06 17:42:12,32 mm,#262314,third
Nikon D5000,6321823068,257ee7da51,6039,7,1/15,4.8,400,2011:11:06 17:41:52,32 mm,#2c220e,third
Nikon D5000,6321298893,26a1434a1d,6060,7,1/100,5.6,640,2011:11:06 15:26:34,55 mm,#242923,third
Nikon D5000,6321821512,e4d91c63bc,6104,7,1/25,3.5,640,2011:11:06 15:05:46,18 mm,#1b1b1b,third
Nikon D5000,6316937401,7da5a98447,6118,7,1/25,5.6,400,2011:11:05 16:15:44,55 mm,#1c1d18,third
Nikon D5000,6317455600,a3f6400264,6045,7,1/30,1.8,800,2011:11:05 15:29:44,50 mm,#352f3a,third
Nikon D5000,6316937127,9b5bb18b6f,6032,7,1/20,1.8,400,2011:11:05 15:26:24,50 mm,#214a55,third
Nikon D5000,6316934745,44cbe6b2b8,6113,7,1/13,5,400,2011:11:05 14:30:32,28 mm,#c5c5c5,third
Nikon D5000,6316934039,066ac48a6c,6223,7,1/1250,5.6,800,2011:11:05 10:28:45,18 mm,#283428,third
Nikon D5000,6317453048,bd7c21aba9,6229,7,1/15,1.8,400,2011:11:03 19:43:26,50 mm,#09433b,third
Nikon D5000,6317451570,fe7ea0b980,6037,7,1/25,3.2,400,2011:11:02 20:24:25,50 mm,#261b0c,third
Nikon D5000,6317450560,bdf3140c04,6120,7,1/25,1.8,400,2011:11:01 17:09:27,50 mm,#b09b2e,third
Nikon D5000,6317449814,c303ff227b,6039,7,1/25,1.8,800,2011:10:31 20:36:04,50 mm,#d2bc60,third
Nikon D5000,6301120033,ff644e1448,6036,7,1/15,5.6,800,2011:10:30 17:31:32,55 mm,#141609,third
Nikon D5000,6301651262,ec1fea5433,6033,7,1/125,2.8,400,2011:10:30 17:28:01,50 mm,#935f20,third
Nikon D5000,6301649324,807c32d542,6049,7,1/250,1.8,400,2011:10:30 17:24:43,50 mm,#e5e6d8,third
Nikon D5000,6301121373,2ba3f9b127,6229,7,1/400,5.6,1600,2011:10:30 17:21:35,200 mm,#694d31,third
Nikon D5000,6301127835,8ca64052ec,6059,7,1/40,7.1,400,2011:10:30 17:14:29,55 mm,#766233,third
Nikon D5000,6301118363,eafac51255,6043,7,1/40,3.5,640,2011:10:30 17:05:18,18 mm,#151515,third
Nikon D5000,6301114699,2e21fdd696,6211,7,1/60,4,400,2011:10:30 16:50:03,18 mm,#e0e3e0,third
Nikon D5000,6301117675,30b120d1af,6100,7,1/50,3.5,200,2011:10:30 16:47:49,18 mm,#251318,third
Nikon D5000,6301122595,5c5d8f7a01,6233,7,1/160,3.5,200,2011:10:30 16:44:54,18 mm,#dfe5db,third
Nikon D5000,6301646878,2512ed8956,6118,7,1/160,5,200,2011:10:30 16:43:33,34 mm,#d1e0e5,third
Nikon D5000,6301645722,87e00fac96,6051,7,1/250,3.8,200,2011:10:30 16:30:09,20 mm,#e1d6b6,third
Nikon D5000,6294457182,897dbbfa5d,6101,7,1/13,5.3,800,2011:10:29 16:40:19,44 mm,#232323,third
Nikon D5000,6290961798,6fe8e39095,6118,7,1/10,4.2,1250,2011:10:28 22:09:41,26 mm,#111115,third
Nikon D5000,6287663121,bf8545a0df,6114,7,1/8,3.5,800,2011:10:27 18:05:45,18 mm,#242f1c,third
Nikon D5000,6288178562,dac1b433f4,6116,7,1/10,3.8,800,2011:10:26 11:49:41,22 mm,#b6b6b6,third
Nikon D5000,6288175760,bdef6cb02b,6100,7,1/20,5.6,800,2011:10:25 15:51:13,55 mm,#140e0e,third
Nikon D5000,6284017533,7a1510fb21,6049,7,1/10,3.5,800,2011:10:24 17:59:16,18 mm,#060835,third
Nikon D5000,6284016147,ed6bcd5a1b,6047,7,1/25,3.5,800,2011:10:23 21:10:50,18 mm,#8a8a8a,third
Nikon D5000,6284535074,c9cca39525,6109,7,1/5,3.5,400,2011:10:22 13:16:15,18 mm,#26353e,third
Nikon D5000,6284534050,845062443,6226,7,1/25,4,1600,2011:10:21 15:19:34,50 mm,#2e2e2e,third
Nikon D5000,6280840217,36dbe5fa70,6052,7,1/15,null,1600,2011:10:20 18:48:04,null,#171717,third
Nikon D5000,6281356346,1debb25a3f,6102,7,1/30,null,800,2011:10:20 00:32:47,null,#231f0a,third
Nikon D5000,6280836797,50a468498a,6057,7,1/20,null,800,2011:10:18 02:29:02,null,#dcdcdc,third
Nikon D5000,6262138278,37b92bfe3e,6115,7,1/400,null,400,2011:10:17 11:20:20,null,#d4ce97,third
Nikon D5000,6262134928,614431c3fa,6180,7,1/6,null,3200,2011:10:16 21:10:34,null,#b6b0a6,third
Nikon D5000,6262111648,e24f1b0c3d,6097,7,1/50,1.8,400,2011:10:15 19:52:32,50 mm,#dfe1be,third
Nikon D5000,6245502893,24f35094fc,6179,7,1/80,5.6,200,2011:10:14 17:27:45,55 mm,#225678,third
Nikon D5000,6245502365,3cbbe7f365,6215,7,1/40,null,640,2011:10:13 19:45:26,null,#1e1108,third
Nikon D5000,6245503861,6ef03e2b68,6230,7,1/20,null,640,2011:10:12 20:10:43,null,#20240a,third
Nikon D5000,6236381017,e215df7435,6226,7,1/20,null,640,2011:10:11 20:16:40,null,#111111,third
Nikon D5000,6233469409,120d8d613a,6058,7,1/20,null,640,2011:10:10 17:55:52,null,#242323,third
Nikon D5000,6229984110,03890f8f6a,6216,7,1/200,5,400,2011:10:09 16:13:45,35 mm,#160f0a,third
Nikon D5000,6229465771,d1f2a5b1ef,6227,7,1/20,5,800,2011:10:08 16:39:18,18 mm,#beb4a8,third
Nikon D5000,6222619626,d9ae1da810,6234,7,1/40,5.6,800,2011:10:06 16:19:07,18 mm,#393b34,third
Nikon D5000,6222618276,a3e6662df1,6153,7,1/5,5.6,400,2011:10:05 22:32:58,55 mm,#f6f6f6,third
Nikon D5000,6212050871,50b0393252,6174,7,1/250,10,320,2011:10:04 12:24:23,18 mm,#c0cfd7,third
Nikon D5000,6212049505,44e5826ef3,6106,7,1/125,3.5,320,2011:10:03 22:29:26,18 mm,#0c0c0c,third
Nikon D5000,6201596673,2bae6c7370,6134,7,1/25,2.5,250,2011:10:01 14:32:28,50 mm,#0d100c,third
Nikon D5000,6200102202,3c7f5a88ae,6003,7,1/125,null,400,2011:09:30 06:33:12,null,#c3a68e,third
Nikon D5000,6197228182,54977d2e20,6136,7,1/25,null,800,2011:09:29 16:35:12,null,#331811,third
Nikon D5000,6194454906,ac68c974e8,6121,7,1/60,5,400,2011:09:28 17:37:27,18 mm,#2c2f24,third
Nikon D5000,6191517568,995190ab21,6152,7,1/200,5,100,2011:09:27 11:50:50,50 mm,#282d20,third
Nikon D5000,6187914672,259c256da9,6170,7,1/50,8,400,2011:09:26 18:05:05,50 mm,#b39c81,third
Nikon D5000,6184528826,7dd8fae704,6178,7,1/320,null,400,2011:09:25 20:46:45,null,#b1a69d,third
Nikon D5000,6180224888,dc4f8e7bee,6171,7,1/125,null,400,2011:09:24 12:53:11,null,#cda17c,third
Nikon D5000,6176632847,111a5a203b,6165,7,1/1000,null,400,2011:09:23 12:44:53,null,#d0c8b6,third
Nikon D5000,6174085898,2a1a89ae32,6157,7,1/1600,null,400,2011:09:22 12:42:23,null,#131313,third
Nikon D5000,6174082972,d0972a8d76,6162,7,1/1600,null,400,2011:09:22 12:42:07,null,#dfdfdf,third
Nikon D5000,6171640116,bf4957a774,6163,7,1/60,null,800,2011:09:21 19:03:11,null,#aeaaa6,third
Nikon D5000,6168067729,7a46a86cb9,6163,7,1/30,null,400,2011:09:20 18:31:08,null,#322415,third
Nikon D5000,6161482949,a3c31306fc,6069,7,1/15,3.5,400,2011:09:18 20:40:49,18 mm,#dda66a,third
Nikon D5000,6157410193,e7274e63fa,6061,7,1/50,1.8,400,2011:09:17 21:09:18,50 mm,#161517,third
Nikon D5000,6154945406,5f6ff204fc,6181,7,1/200,3.5,200,2011:09:16 17:55:53,18 mm,#0b0907,third
Nikon D5000,6151726017,911da1c6c8,6176,7,1/100,1.8,200,2011:09:15 15:29:18,50 mm,#592735,third
Nikon D5000,6149348120,a891fa5046,6191,7,1/2000,null,800,2011:09:14 16:57:52,null,#decdb7,third
Nikon D5000,6146562952,6933c8799a,6197,7,1/13,5.6,800,2011:09:13 15:50:43,55 mm,#200f09,third
Nikon D5000,6142590939,e6a1542453,6081,7,1/30,3.5,400,2011:09:12 18:13:40,18 mm,#130f0f,third
Nikon D5000,6139835814,58078b2a51,6074,7,1/60,5,400,2011:09:11 22:04:03,32 mm,#b2b2b2,third
Nikon D5000,6134801021,5647e28fb0,6165,7,1/20,3.5,1600,2011:09:10 19:19:06,18 mm,#b5b5b5,third
Nikon D5000,6166693277,f52925c3f2,6170,7,1/6,3.8,1600,2011:09:10 18:48:05,22 mm,#c1a385,third
Nikon D5000,6131816755,451f221a69,6188,7,1/100,1.8,400,2011:09:09 18:35:48,50 mm,#ccc1b1,third
Nikon D5000,6132363264,c15a1f9737,6175,7,1/1600,1.8,400,2011:09:09 17:46:03,50 mm,#d0bdae,third
Nikon D5000,6166689601,181991977a,6155,7,1/1250,2.8,800,2011:09:09 17:00:46,50 mm,#dbc99c,third
Nikon D5000,6119762396,9ca0aa2468,6197,7,1/40,1.8,400,2011:09:05 19:27:25,50 mm,#e3e3e3,
Nikon D5000,6080524327,f38e8c8d04,6073,7,1/800,1.8,100,2011:08:22 16:06:44,50 mm,#ababab,
Nikon D5000,6058616414,4e481ef214,6204,7,1/100,2.5,400,2011:08:17 19:26:38,50 mm,#dac9c4,
Nikon D5000,6058067817,4e6f2f387a,6208,7,1/100,1.8,400,2011:08:17 18:19:55,50 mm,#c9916e,
Nikon D5000,5999707822,069e5de84a,6005,7,1/40,1.8,400,2011:07:30 19:14:08,50 mm,#cfac7f,
Nikon D5000,5999134775,87b4e44dc9,6026,7,1/160,null,400,2011:07:30 18:58:35,null,#191919,
Nikon D5000,5999680922,d04bb0825e,6145,7,1/400,null,800,2011:07:30 18:52:53,null,#1e1e1e,
Nikon D5000,5999128435,9d50a55c22,6129,7,1/200,null,800,2011:07:30 18:10:45,null,#242513,
Nikon D5000,5999674490,5ab942fdc5,6020,7,1/60,null,640,2011:07:30 16:35:56,null,#d7d5cc,
Nikon D5000,5999685404,936dd05a5f,6139,7,1/400,null,640,2011:07:30 16:01:58,null,#f4f0ef,
Nikon D5000,5999158981,f9573ba07d,6009,7,1/200,null,640,2011:07:30 15:49:57,null,#e3e2e0,
Nikon D5000,5999140377,ec994423a3,6021,7,1/4000,null,640,2011:07:30 15:44:42,null,#ecbf90,
Nikon D5000,5999144761,2f14010d01,6141,7,1/400,13,640,2011:07:30 15:21:59,50 mm,#e1e1e1,
Nikon D5000,5999143599,fab51bec54,6134,7,1/2000,null,640,2011:07:30 15:21:05,null,#151517,
Nikon D5000,5999683720,4d1e264d55,6135,7,1/2500,null,640,2011:07:30 15:16:49,null,#dadada,
Nikon D5000,5999132471,4a2a56d170,6011,7,1/3200,null,640,2011:07:30 14:40:50,null,#d9d1c6,
Nikon D5000,5999130679,0b39b535a3,6150,7,1/3200,null,640,2011:07:30 14:39:13,null,#e1d4ba,
Nikon D5000,5953085555,fffa27dbfa,6132,7,1/10,6.3,400,2011:07:17 11:01:21,55 mm,#718844,
Nikon D5000,5953084669,673a227673,6029,7,1/400,11,400,2011:07:17 10:42:08,18 mm,#1b2c30,
Nikon D5000,5953082657,3d4eca43b2,6134,7,1/60,null,400,2011:07:17 09:41:48,null,#1e251d,
Nikon D5000,5953638206,e0bce1710e,6005,7,20,4,400,2011:07:17 01:28:01,18 mm,#ccd4d9,
Nikon D5000,5953637562,f9b7bf1158,6003,7,1/160,1.8,800,2011:07:16 20:00:58,50 mm,#bc5d11,
Nikon D5000,5953637086,57fc72ced8,6149,7,1/80,1.8,800,2011:07:16 19:56:06,50 mm,#130d10,
Nikon D5000,5953636172,bd72f51604,6027,7,1/200,2.2,200,2011:07:16 18:21:18,50 mm,#d6d6d6,
Nikon D5000,5953635554,4b631be9b8,6014,7,1/1250,3.2,200,2011:07:16 18:13:58,50 mm,#40382c,
Nikon D5000,5953634954,d493295775,6016,7,1/500,3.5,200,2011:07:16 18:03:13,50 mm,#332f2b,
Nikon D5000,5953077905,30e5c25201,6001,7,1/400,8,200,2011:07:16 17:57:05,55 mm,#0e0e0e,
Nikon D5000,5953633820,c42b82933b,6121,7,1/1600,1.8,200,2011:07:16 16:07:03,50 mm,#1f1e1d,
Nikon D5000,5953631462,ac64e34ba6,6144,7,1/1600,1.8,200,2011:07:16 15:34:01,50 mm,#cecece,
Nikon D5000,5953074187,747ec19c41,6141,7,1/200,7.1,200,2011:07:16 15:22:37,55 mm,#d4d4d4,
Nikon D5000,5953072111,7198f46dbc,6132,7,1/640,5,200,2011:07:16 15:16:39,24 mm,#292c21,
Nikon D5000,5953071355,8187823fc0,6030,7,1/125,null,200,2011:07:16 15:10:58,null,#2d291e,
Nikon D5000,5953627002,554ef29417,6121,7,1/640,7.1,200,2011:07:16 14:49:39,50 mm,#4b4b4b,
Nikon D5000,5953626366,982f154242,6018,7,1/1600,5,200,2011:07:16 14:47:32,50 mm,#594e59,
Nikon D5000,5953069149,f591ae064e,6149,7,1/4000,1.8,400,2011:07:16 14:15:06,50 mm,#302c19,
Nikon D5000,5953625116,ee909e74f1,6005,7,1/4000,2.5,400,2011:07:16 14:02:17,50 mm,#3d2d21,
Nikon D5000,5953068187,002027c77d,6126,7,1/4000,1.8,400,2011:07:16 13:57:56,50 mm,#433d3c,
Nikon D5000,5895076070,2ee146a482,5320,6,1/160,null,400,2011:07:01 18:19:51,null,#1c1e15,
Nikon D5000,5895080308,d251ed66b4,6047,7,1/100,null,400,2011:07:01 17:45:41,null,#f2f1f1,
Nikon D5000,5876090426,f95ce36819,5036,6,1/800,null,200,2011:06:24 19:28:29,null,#f3ece5,
Nikon D5000,5875530337,9fe44cee7b,5039,6,1/1600,4,200,2011:06:24 19:22:01,50 mm,#f9f8f3,
Nikon D5000,5875530585,51a04b354d,5303,6,1/1600,4,200,2011:06:24 19:21:16,50 mm,#f6f0ea,
Nikon D5000,5876090148,0bebca7b52,3121,4,1/125,22,200,2011:06:19 16:57:09,50 mm,#373330,
Nikon D5000,5858109486,0c3d7b6f9d,5141,6,1/125,22,200,2011:06:19 16:56:26,50 mm,#d7d7d7,
Nikon D5000,5858108408,d11bcb7335,3246,4,1/4000,5,200,2011:06:19 16:53:28,50 mm,#27690f,
Nikon D5000,5857556639,9ff1496b47,3045,4,1/800,null,200,2011:06:19 16:48:00,null,#1c1c1c,
Nikon D5000,5858108238,740f3814c3,3263,4,1/800,null,200,2011:06:19 16:45:48,null,#4e2c14,
Nikon D5000,5876089778,f095419f4e,5144,6,1/640,null,200,2011:06:19 16:43:12,null,#8c817a,
Nikon D5000,5858108058,23886998dd,2782,3,1/200,null,800,2011:06:19 14:20:58,null,#e0ceaa,
Nikon D5000,5819338535,6514d4f6b2,3399,4,1/800,2,800,2011:06:10 17:09:23,50 mm,#403514,
Nikon D5000,5792109309,14896d9549,2616,3,0.5,8,400,2011:06:02 19:22:26,18 mm,#101315,
Nikon D5000,5780369414,80b10344f2,2501,3,1/40,null,200,2011:05:29 19:13:01,null,#2b2317,
Nikon D5000,5779823241,d9e4efbe45,2609,3,1/320,null,200,2011:05:29 19:03:57,null,#d5d1c7,
Nikon D5000,5787971232,c1898d28ab,5187,6,1/125,null,200,2011:05:29 19:02:01,null,#e4eaee,
Nikon D5000,5779825551,36f7f87c6e,2764,3,1/400,null,200,2011:05:29 17:45:44,null,#3c3d39,
Nikon D5000,5779826347,c0a2f7f691,2604,3,1/80,null,200,2011:05:29 17:42:29,null,#ded1ab,
Nikon D5000,5779823615,f4ce6f0217,2561,3,1/100,null,200,2011:05:29 17:26:37,null,#e2e2e2,
Nikon D5000,5779826183,c20368d761,2231,3,1/500,11,200,2011:05:29 16:57:47,50 mm,#1b1c1c,
Nikon D5000,5787414371,6ff55fdbe7,5185,6,1/1250,null,200,2011:05:29 15:41:33,null,#6c3e1a,
Nikon D5000,5780370264,21fd99c58f,5022,6,1/100,null,200,2011:05:29 15:22:40,null,#31352c,
Nikon D5000,5779824195,89d68a4cce,5268,6,1/320,null,200,2011:05:29 13:19:33,null,#212624,
Nikon D5000,5704653873,e0d5ca7a4a,3206,4,1/60,null,400,2011:05:08 16:36:01,null,#19370b,
Nikon D5000,5704653349,8246d7d2a1,3379,4,1/125,1.8,400,2011:05:08 16:11:02,50 mm,#322e2a,
Nikon D5000,5704655191,b9444f14a8,3177,4,1/160,2.2,400,2011:05:08 16:06:58,50 mm,#491508,
