"camera","id","secret","server","farm","exposure","aperture","iso","date-taken","focal-length","color","daily-project-active","color2"
"Sony ILCE-7","15058485619","84a74dd9e3","5556","6","1/250","1.8","100","2014:09:14 16:13:49","null","#a46c1c","fourth","#c5af9e"
"Sony ILCE-7","15204817482","bffc734c05","5576","6","1/80","1.8","800","2014:09:10 21:48:28","null","#4cc4c8","fourth","#171717"
"Sony ILCE-7","15198915196","847334580b","3852","4","1/160","2.8","800","2014:09:12 19:55:50","null","#f49434","fourth","#c19172"
"Sony ILCE-7","15078792658","7e5fcc7502","3924","4","1/125","2.8","800","2014:09:15 17:33:28","null","#04749b","fourth","#136b90"
"Sony ILCE-7","15027665058","76f7771d1a","3880","4","1/30/2017","22","800","2014:09:11 16:54:42","null","#cf8d4c","fourth","#dccbb9"
"Sony ILCE-7","15196265915","9c550ec254","5556","6","1/30/2017","1.8","1600","2014:09:09 18:49:55","null","#44b8bc","fourth","#dadada"
"Sony ILCE-7","15196267245","c956419807","3837","4","1/50","2.2","1600","2014:09:08 19:14:14","null","#9b784a","fourth","#ad8662"
"Sony ILCE-7","15195891842","75e2fd9ea8","3865","4","1/640","3.5","400","2014:09:07 17:32:41","null","#b98e4c","fourth","#d3b38c"
"Sony ILCE-7","14990069147","b50dd3ece8","5564","6","1/125","1.8","2500","2014:09:06 21:26:29","null","#345c8c","fourth","#406493"
"Sony ILCE-7","15153608186","72043cbac2","3836","4","1/100","1.8","6400","2014:09:06 20:58:45","null","#8498c5","fourth","#c1aeb9"
"Sony ILCE-7","14990048237","bfc7a3ac1b","3913","4","1/60","1.8","3200","2014:09:06 19:45:19","null","#9c6c34","fourth","#c6af98"
"Sony ILCE-7","14989992260","4e46f17c4c","5567","6","1/100","1.8","6400","2014:09:06 20:31:36","null","#506cb4","fourth","#c194a0"
"Sony ILCE-7","15153614266","a6e2fb0bb7","3837","4","1/125","1.8","4000","2014:09:06 20:41:24","null","#8c2a1c","fourth","#a55f4e"
"Sony ILCE-7","15176618595","6042d26659","5575","6","1/100","1.8","3200","2014:09:05 19:46:07","null","#f18b04","fourth","#d09137"
"Sony ILCE-7","15120859876","3111a718d7","3845","4","1/100","1.8","1250","2014:09:04 19:08:37","null","#44c0c4","fourth","#bbbbbc"
"Sony ILCE-7","14990032518","3145a31586","5582","6","1/400","2.8","200","2014:09:06 16:09:23","null","#b46434","fourth","#dfd4c3"
"Sony ILCE-7","14949152279","860f3c1d25","3917","4","1/200","2","400","2014:09:02 18:57:59","null","#5ca0b4","fourth","#604a26"
"Sony ILCE-7","14949274867","0e378d28c0","5582","6","1/60","5","800","2014:09:03 17:59:03","null","#687c2c","fourth","#c4c0a4"
"Sony ILCE-7","15135855905","93b6e6689b","3854","4","1/160","2.5","800","2014:09:01 18:29:47","null","#8ebb43","fourth","#d0cec7"
"Sony ILCE-7","14923179879","7b1b68f620","3884","4","1/400","2.2","200","2014:08:31 17:09:55","null","#b46414","fourth","#c9b6a1"
"Sony ILCE-7","14923233250","4ae96d0354","3895","4","1/100","1.8","3200","2014:08:30 19:38:20","null","#88c8cc","fourth","#b0bfc4"
"Sony ILCE-7","14924882119","192b36e07c","3840","4","1/320","1.8","400","2014:08:28 18:02:12","null","#ae7b50","fourth","#d7d5d6"
"Sony ILCE-7","15111204712","59f96a73a3","3919","4","1/1/1000","2.2","800","2014:08:29 18:22:23","null","#7fb24c","fourth","#c7c8c7"
"Sony ILCE-7","14989937760","920f6bb530","3840","4","1/80","2.5","100","2014:08:26 19:16:53","null","#ba865d","fourth","#b08e76"
"Sony ILCE-7","15064717171","0a0c355d34","3918","4","1/160","2.5","400","2014:08:27 18:27:44","null","#94a84c","fourth","#dbd5b9"
"Sony ILCE-7","15153561976","2f59c14576","3882","4","1/80","2.5","100","2014:08:26 19:47:48","null","#e25e12","fourth","#141d19"
"Sony ILCE-7","15043232546","638918c590","3881","4","1/80","2.2","100","2014:08:26 18:57:11","null","#ec550a","fourth","#1c2524"
"Sony ILCE-7","15063209261","b9896a2c0c","5594","6","1/100","2.2","1600","2014:08:25 20:08:04","null","#78b0cc","fourth","#cec4c7"
"Sony ILCE-7","14990015487","b0102d7b1e","5585","6","1/125","null","100","2014:08:23 16:56:07","null","#50a8cc","fourth","#c2cad3"
"Sony ILCE-7","15173565621","85f6a6de5e","5575","6","1/200","null","100","2014:08:23 16:50:50","null","#b44c4c","fourth","#3e474a"
"Sony ILCE-7","15039571095","2ef7aa88f3","3901","4","1/1/2000","2.2","400","2014:08:24 15:49:06","null","#ac3149","fourth","#bebaaf"
"Sony ILCE-7","14852982498","9f4c8a0109","5558","6","1/1/1000","null","100","2014:08:23 16:25:03","null","#76abd7","fourth","#393632"
"Sony ILCE-7","15176585825","181e4258d2","5590","6","1/1/1000","null","100","2014:08:23 11:07:59","null","#7c5024","fourth","#272416"
"Sony ILCE-7","14852981727","876ea329b7","5561","6","1/200","null","1600","2014:08:21 19:40:59","null","#b47c3c","fourth","#d2b199"
"Sony ILCE-7","14852933518","e430bf40f5","5563","6","1/200","null","100","2014:08:22 16:32:34","null","#8040b8","fourth","#bebcbb"
"Sony ILCE-7","14798707750","abdfa1c7ed","3869","4","1/500","null","100","2014:08:20 16:58:46","null","#4c48b8","fourth","#343434"
"Sony ILCE-7","14790481090","fec6f70af5","3893","4","1/100","null","800","2014:08:19 19:11:38","null","#117f9e","fourth","#116073"
"Sony ILCE-7","14780696000","0553ba26c0","3879","4","1/100","null","1600","2014:08:17 21:29:57","null","#3894b4","fourth","#a7a9ad"
"Sony ILCE-7","14780766188","6637458cfb","5596","6","1/125","null","500","2014:08:18 19:52:39","null","#ae8646","fourth","#beb2a8"
"Sony ILCE-7","14780694519","939ec4aedc","3847","4","1/400","null","1600","2014:08:14 21:20:16","null","#cc6c3c","fourth","#d7b397"
"Sony ILCE-7","14944390136","d2a4840ef7","3855","4","1/100","null","250","2014:08:16 17:34:36","null","#7c6434","fourth","#a6a08f"
"Sony ILCE-7","14967383665","5e401de135","5572","6","1/100","null","2000","2014:08:13 21:00:42","null","#91583b","fourth","#21201f"
"Sony ILCE-7","14716828939","5ff97506f8","3894","4","1/125","null","500","2014:08:12 18:52:47","null","#ccc194","fourth","#2d2826"
"Sony ILCE-7","14716824589","86db6b9405","3855","4","1/160","null","400","2014:08:12 18:51:04","null","#214ea2","fourth","#352f2d"
"Sony ILCE-7","14716924447","9ab13647fd","3841","4","1/160","null","1600","2014:08:11 21:02:41","null","#e75e46","fourth","#d1825f"
"Sony ILCE-7","14716841329","dd8c0beeac","5582","6","1/160","null","800","2014:08:10 19:22:32","null","#5182bc","fourth","#82a1d2"
"Sony ILCE-7","14874175295","16a15e5b5f","5561","6","1/100","null","1600","2014:08:09 22:05:30","null","#7c3d32","fourth","#aa9e99"
"Sony ILCE-7","14839845644","7114ca4aff","3859","4","1/160","null","400","2014:08:05 18:23:55","null","#c49c5c","fourth","#998b6f"
"Sony ILCE-7","14679128858","c95784471f","3850","4","1/200","null","1600","2014:08:07 18:49:29","null","#b13942","fourth","#d8cdcb"
"Sony ILCE-7","14900411591","236f358571","3881","4","1/125","null","500","2014:08:12 18:51:55","null","#1c648c","fourth","#beb4ad"
"Sony ILCE-7","14826671006","79d76e8817","3921","4","1/60","null","400","2014:08:06 19:11:21","null","#c58413","fourth","#b0988a"
"Sony ILCE-7","14862668021","f3df65a801","3892","4","1/100","null","2000","2014:08:08 19:24:48","null","#538cb3","fourth","#adb8b0"
"Sony ILCE-7","14647344468","e5bf4c1f14","2922","3","1/125","null","400","2014:08:04 22:22:09","null","#bf1318","fourth","#261b1d"
"Sony ILCE-7","20898536641","bb7017c633","686","1","1/60","null","125","2014:08:02 19:01:17","null","#3f3fbf","fourth","#838d8b"
"Sony ILCE-7","14821979551","1445a6b381","2933","3","1/200","null","400","2014:08:03 11:35:05","null","#c8984c","fourth","#bfc0c1"
"Sony ILCE-7","14694186430","098c024d31","5594","6","1/60","null","500","2014:08:02 19:16:32","null","#2c4474","fourth","#aebad7"
"Sony ILCE-7","14694261068","bd89dd310b","3924","4","1/60","null","400","2014:08:02 19:11:24","null","#b76747","fourth","#a3aac2"
"Sony ILCE-7","14694219749","18ddd840ee","3868","4","1/60","null","400","2014:08:02 19:11:03","null","#3c30ac","fourth","#24251e"
"Sony ILCE-7","14989831979","5a892528bb","5559","6","1/200","null","125","2014:08:02 17:01:03","null","#8c3878","fourth","#93a0b3"
"Sony ILCE-7","14857879226","bf5a2a6a55","3898","4","1/125","null","125","2014:08:02 17:03:49","null","#b24c6c","fourth","#9e9ea3"
"Sony ILCE-7","15173563431","b988d441f8","3865","4","1/800","null","125","2014:08:02 16:50:12","null","#349c88","fourth","#242722"
"Sony ILCE-7","14880859915","15e65c34e3","3907","4","1/60","null","125","2014:08:02 17:10:57","null","#7bb04e","fourth","#afb1b2"
"Sony ILCE-7","14694330607","5b77e9ee5b","3895","4","1/1/1600","null","125","2014:08:02 16:33:01","null","#782898","fourth","#9ea8c2"
"Sony ILCE-7","14880525122","f421af675f","3858","4","1/250","null","125","2014:08:02 15:40:09","null","null","fourth","#1e291b"
"Sony ILCE-7","14844918273","d9bb7464aa","3863","4","1/400","null","100","2014:08:01 17:40:07","null","#3484a4","fourth","#cad7d8"
"Sony ILCE-7","14694331007","4177472f65","3926","4","1/1/1250","null","125","2014:08:02 15:45:56","null","#2894a0","fourth","#abb5cb"
"Sony ILCE-7","14638375670","3893ec6252","3867","4","1/100","null","400","2014:07:31 17:11:40","null","#c29b0d","fourth","#c7b49e"
"Sony ILCE-7","14638531977","e8f0520bda","2923","3","1/1/1250","null","125","2014:08:02 15:46:19","null","null","fourth","#adb7ce"
"Sony ILCE-7","14880525552","b6047c2519","5596","6","1/100","null","100","2014:08:02 15:17:22","null","#0f75f0","fourth","#d6d9e2"
"Sony ILCE-7","14638426799","edc50b9184","3896","4","1/100","null","1600","2014:07:30 21:50:34","null","#447cb4","fourth","#bcc8ec"
"Panasonic DMC-GH3","14638541457","bc46f40106","3912","4","1/20/2017","3.5","400","2014:07:28 22:34:39","null","#947c42","fourth","#1a2229"
"Panasonic DMC-GH3","14822718204","83a986f2c1","2904","3","1/60","5.6","1600","2014:07:29 07:57:09","null","#947147","fourth","#b3957f"
"Sony ILCE-7","14578192230","af409fb1e8","3875","4","1/125","null","100","2014:07:27 22:43:44","null","#40a088","fourth","#9aa2a6"
"Sony ILCE-7","14694264018","eeeb8186aa","3866","4","1/160","null","400","2014:07:26 19:31:06","null","#e68037","fourth","#2c1e28"
"Sony ILCE-7","14878412634","c86b2f7912","3867","4","1/100","null","400","2014:07:26 19:35:17","null","#943c4c","fourth","#a1b9e2"
"Sony ILCE-7","14568967388","cbbfab0ed4","3858","4","1/800","null","500","2014:07:26 19:19:44","null","#607cd4","fourth","#25222b"
"Sony ILCE-7","14880526432","bc698ede17","5577","6","1/200","null","400","2014:07:26 19:29:58","null","#b27f4c","fourth","#e3cac0"
"Sony ILCE-7","14880528322","90cac38c3e","5595","6","1/800","null","200","2014:07:26 19:13:45","null","#09629a","fourth","#191f23"
"Sony ILCE-7","14755597555","99586dc11b","5560","6","1/200","null","400","2014:07:26 19:29:40","null","#3c749c","fourth","#12243e"
"Sony ILCE-7","14878415844","ba0531a2af","3906","4","1/400","null","400","2014:07:26 18:50:23","null","#286892","fourth","#342a2f"
"Sony ILCE-7","14878416304","5bc3d775e8","3869","4","1/1/1600","null","400","2014:07:26 18:46:27","null","#397fc5","fourth","#cad8d9"
"Sony ILCE-7","14568964828","5eaf2464f6","3860","4","1/160","null","400","2014:07:26 19:28:04","null","#cc445c","fourth","#b9c6e5"
"Sony ILCE-7","14694229489","bd4630e149","5567","6","1/100","null","6400","2014:07:25 20:32:30","null","#b0a43c","fourth","#bcb8b6"
"Sony ILCE-7","14878416914","7821e9636c","3893","4","1/640","null","400","2014:07:26 18:42:42","null","#9c5c34","fourth","#c3b19a"
"Sony ILCE-7","14880867305","28a4835a95","5594","6","1/125","null","2000","2014:07:25 20:44:33","null","#c47438","fourth","#a25b2c"
"Sony ILCE-7","14694268358","636b7cdd11","3852","4","1/1/1000","null","400","2014:07:26 18:41:04","null","#48c0a0","fourth","#c9d1cd"
"Sony ILCE-7","14694339997","ddb55e9d8a","3845","4","1/60","null","2000","2014:07:25 20:19:15","null","#d48442","fourth","#ad5f2b"
"Sony ILCE-7","14880531202","b5a223563e","5560","6","1/160","null","2000","2014:07:25 20:43:13","null","#bc642c","fourth","#bb8258"
"Sony ILCE-7","14747389565","646eb771c3","3925","4","1/100","null","1600","2014:07:25 20:29:54","null","#e06c40","fourth","#cd8e79"
"Sony ILCE-7","14880637292","681779d149","3884","4","1/100","null","2000","2014:07:25 20:19:50","null","#cc9458","fourth","#bb8151"
"Sony ILCE-7","14878421094","2ea10605f6","3924","4","1/160","null","2000","2014:07:25 20:15:44","null","#70462c","fourth","#0c0f10"
"Sony ILCE-7","14900737363","520cdd6832","3855","4","1/100","null","2000","2014:07:25 20:42:12","null","#d37c20","fourth","#161214"
"Sony ILCE-7","14877832271","b5691fc6b0","3894","4","1/320","null","200","2014:07:21 19:07:25","null","#57ae50","fourth","#202817"
"Sony ILCE-7","14694272428","77750bbb57","5576","6","1/200","null","2000","2014:07:25 20:15:06","null","#b87446","fourth","#8a6348"
"Sony ILCE-7","14694341777","ab591725dc","3926","4","1/800","null","200","2014:07:21 19:04:23","null","#6c94b9","fourth","#121a0e"
"Sony ILCE-7","14713091734","97c25d302e","2932","3","1/640","null","200","2014:07:21 19:10:07","null","#c4a47c","fourth","#2e2f24"
"Sony ILCE-7","14518704397","6b8f553758","5568","6","1/100","null","400","2014:07:18 18:55:02","null","#b84848","fourth","#444444"
"Sony ILCE-7","14723531665","5e4f0518a8","3907","4","1/160","null","800","2014:07:17 19:41:09","null","#b4843c","fourth","#c9c3c7"
"Sony ILCE-7","14553006809","b3a66fb175","5557","6","1/80","null","1600","2014:07:24 20:40:47","null","null","fourth","#91a5af"
"Sony ILCE-7","14701969371","8758e2322a","3908","4","1/500","null","100","2014:07:19 14:58:49","null","#cc8848","fourth","#292520"
"Canon EOS REBEL T3i","14519963117","5a2d8be3f3","3902","4","1/80","5.6","400","2014:07:20 10:40:40","null","#e18459","fourth","#e78e7f"
"Sony ILCE-7","14493751208","a208607268","3923","4","1/40","null","400","2014:07:16 19:57:32","null","#9d8244","fourth","#dbc6b7"
"Sony ILCE-7","14644511046","0a5c6aa7de","2915","3","1/320","null","800","2014:07:15 17:54:13","null","#6c94dc","fourth","#353c3f"
"Sony ILCE-7","14664312991","caffd2898c","2911","3","1/1/2500","null","1250","2014:07:14 16:16:18","null","#0d7ab8","fourth","#1f6e9d"
"Sony ILCE-7","14880535882","a7901f16db","3877","4","1/640","null","250","2014:07:12 14:57:37","null","#4c98c3","fourth","#1b5975"
"Sony ILCE-7","14481078017","8aa11407db","5596","6","1/1/1000","null","1250","2014:07:13 17:28:12","null","null","fourth","#e2e5e4"
"Sony ILCE-7","14444235650","e818852f6f","3836","4","1/125","null","200","2014:07:10 18:48:17","null","#9c8c3c","fourth","#c4c7b5"
"Sony ILCE-7","14454533430","3fe2eff3e5","3903","4","1/125","null","400","2014:07:11 14:54:27","null","#c1907c","fourth","#bd9180"
"Sony ILCE-7","14454788587","12651980ff","3875","4","1/1/1000","null","250","2014:07:12 14:46:07","null","#c4bc3c","fourth","#35332f"
"Sony ILCE-7","14616304384","66d21bf412","3858","4","1/250","null","200","2014:07:08 19:04:54","null","#ac9c38","fourth","#293620"
"Sony ILCE-7","14431721690","2f02f48ef6","3898","4","6","null","100","2014:07:09 20:57:19","null","#cf8212","fourth","#e4a15f"
"Sony ILCE-7","14616306204","48415d5a8c","2933","3","1/100","null","800","2014:07:07 18:55:51","null","#935a40","fourth","#242722"
"Sony ILCE-7","14383212238","8781b992a4","5576","6","1/1/1000","null","160","2014:07:03 19:13:36","null","#68a5d1","fourth","#1d2b2f"
"Sony ILCE-7","14581731871","5d32858ff8","5564","6","1/200","null","800","2014:07:05 18:41:23","null","#4c4cc4","fourth","#cfcfcf"
"Sony ILCE-7","14566465461","18942c130a","3904","4","1/80","null","200","2014:07:03 19:17:34","null","#5484b4","fourth","#2a2b2d"
"Sony ILCE-7","14383211568","200540e19d","5542","6","1/80","null","200","2014:07:03 19:16:21","null","null","fourth","#3d3c38"
"Sony ILCE-7","14576353153","6162cc73fa","3843","4","1/60","null","1600","2014:07:01 20:02:31","null","#50c4c8","fourth","#cbcbcb"
"Sony ILCE-7","14547626872","f38d5e5e81","3863","4","1/125","null","640","2014:06:30 20:52:26","null","null","fourth","#3e3125"
"Sony ILCE-7","14543763026","b720dd6833","2900","3","1/160","null","320","2014:07:02 22:00:28","null","#387bc6","fourth","#b1b6b3"
"Sony ILCE-7","14407975878","ab41eff025","2922","3","1/125","null","800","2014:07:06 19:40:28","null","#84783c","fourth","#cdcdcf"
"Sony ILCE-7","14562006006","4f45d84318","3885","4","1/160","null","2000","2014:07:04 20:09:23","null","#b44034","fourth","#121d19"
"Sony ILCE-7","14547647002","2cb8eb7e9f","3917","4","1/100","null","400","2014:06:29 17:26:56","null","#a6751b","fourth","#b19b84"
"Sony ILCE-7","14900741973","2c75617ea4","3914","4","1/200","null","400","2014:06:23 18:58:41","null","#b88f4a","fourth","#22281b"
"Sony ILCE-7","14333581148","3c322be6a2","3838","4","1/80","null","100","2014:06:26 17:31:57","null","#89a534","fourth","#e3e4e6"
"Sony ILCE-7","14513254164","8c4571296b","2925","3","1/60","null","2000","2014:06:25 21:04:04","null","#d4ac54","fourth","#c6bdae"
"Sony ILCE-7","14328204607","a11c823851","2935","3","1/160","null","3200","2014:06:24 20:51:14","null","#3fbfbf","fourth","#101818"
"Sony ILCE-7","14620594753","d602e8f2b7","5033","6","1/200","null","100","2014:06:23 18:53:41","null","#b59f4d","fourth","#1f291c"
"Sony ILCE-7","14577510196","a08d511f46","2915","3","1/125","null","1600","2014:06:23 18:56:10","null","#765928","fourth","#beb9bb"
"LG Electronics ","14338245889","6a69fe6d85","2937","3","1/704","2.4","100","2014:06:27 08:14:53","null","#6ca7d9","fourth","#22211e"
"Sony ILCE-7","14511269231","2a909b5d47","3894","4","1/160","null","800","2014:06:23 19:03:27","null","#a47c44","fourth","#c6bfc3"
"Sony ILCE-7","14568682713","8e0a4c8db2","3885","4","1/100","null","400","2014:06:28 21:06:18","null","#ba8c39","fourth","#c8bfac"
"Sony ILCE-7","14277136617","0c1a468dc7","5472","6","1/1/1000","null","100","2014:06:19 17:05:15","null","#b89e6a","fourth","#d1d3ca"
"Sony ILCE-7","14822418441","7296578faa","2916","3","1/1/2000","null","500","2014:06:22 13:44:52","null","#a8382c","fourth","#1d312d"
"Sony ILCE-7","14277137457","cba2eb25e2","2913","3","1/1/3200","null","100","2014:06:19 17:30:47","null","#d4a43c","fourth","#c2bfa3"
"Sony ILCE-7","14462473274","ee64981184","3915","4","1/1/1000","null","100","2014:06:19 16:58:30","null","#b0bc38","fourth","#302c20"
"Sony ILCE-7","14507596583","23c5e038da","3867","4","1/160","null","400","2014:06:22 17:40:56","null","#bc3454","fourth","#231b17"
"Sony ILCE-7","14453218691","3f90c77582","5485","6","1/1/1000","null","320","2014:06:18 18:51:41","null","#b99431","fourth","#2e2716"
"Sony ILCE-7","14276949479","2033544deb","3851","4","1/1/1250","null","100","2014:06:19 17:10:13","null","#af9157","fourth","#97793f"
"Sony ILCE-7","14284530367","9a80cf74f9","2929","3","1/1/1000","null","100","2014:06:20 17:14:10","null","#cc5498","fourth","#dcd7d9"
"Sony ILCE-7","14276981130","dd464580ee","2919","3","1/1/2000","null","100","2014:06:19 16:59:56","null","#528cbc","fourth","#5b4a30"
"Sony ILCE-7","14476220132","b4481eb6af","3912","4","1/1/8000","null","100","2014:06:21 18:26:16","null","#b38644","fourth","#9f783d"
"Sony ILCE-7","14455044782","e6cdbb8bae","2926","3","1/60","null","3200","2014:06:17 21:54:49","null","#c4963c","fourth","#c5ab99"
"Canon EOS 60D","14254065170","47f4c2be89","3872","4","1/60","3.5","400","2014:06:13 16:25:55","null","#4cb27f","fourth","#bcb7b9"
"Sony ILCE-7","14394484385","8d10a6e358","5542","6","1/125","null","100","2014:06:09 16:11:30","null","#487c9a","fourth","#cdced3"
"Sony ILCE-7","14365080876","c2a2ee9b79","5159","6","1/80","null","250","2014:06:08 18:06:44","null","#84543c","fourth","#c9bec1"
"Sony ILCE-7","14439572384","f5b8b3fa6c","2928","3","1/125","null","100","2014:06:15 07:54:32","null","#cc9c3c","fourth","#202620"
"Sony ILCE-7","14455291654","3192831a81","3898","4","1/400","null","125","2014:06:16 18:21:45","null","#b4c474","fourth","#baad85"
"Sony ILCE-7","14252387738","f452a973ef","5077","6","1/60","null","1000","2014:06:10 23:35:30","null","#f2ac36","fourth","#d0ab86"
"Sony ILCE-7","14252309619","5cfd10c50f","3889","4","1/100","null","320","2014:06:12 19:12:07","null","#d34132","fourth","#312120"
